ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
JamesSteinEncoder,ABC,3.2,3.3,5.0,4.6,4.7,5.55,5.6,4.05,PRE
JamesSteinEncoder,KNN,4.1,4.1,4.05,4.7,4.95,5.15,4.75,4.2,PRE
JamesSteinEncoder,RF,3.25,4.05,4.75,4.65,4.95,5.35,4.7,4.3,PRE
JamesSteinEncoder,SGD,4.65,3.55,4.1,4.4,4.85,4.85,4.55,5.05,PRE
JamesSteinEncoder,LRG,2.6,3.0,5.0,4.1,4.55,5.45,6.2,5.1,PRE
JamesSteinEncoder,DTREE,4.15,4.35,4.0,4.3,4.75,5.8,3.2,5.45,PRE
JamesSteinEncoder,MLP,2.95,2.85,4.05,4.75,5.8,4.8,5.2,5.6,PRE
JamesSteinEncoder,SVM,4.75,4.3,3.7,4.35,4.3,4.7,3.8,6.1,PRE
,avarage,3.71,3.69,4.33,4.48,4.86,5.21,4.75,4.98,PRE
,std,0.81,0.59,0.51,0.23,0.44,0.4,0.95,0.74,PRE
