ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
LeaveOneOutEncoder,KNN,2.7,4.4,5.7,4.4,4.6,5.7,3.7,4.8,REC
LeaveOneOutEncoder,LRG,2.5,3.4,4.75,4.0,4.95,5.45,5.95,5.0,REC
LeaveOneOutEncoder,SVM,3.55,4.75,3.6,4.2,5.2,4.8,4.6,5.3,REC
LeaveOneOutEncoder,MLP,3.0,3.65,5.2,4.7,3.9,5.15,4.8,5.6,REC
LeaveOneOutEncoder,SGD,3.2,3.05,3.5,4.1,5.65,5.05,5.3,6.15,REC
LeaveOneOutEncoder,DTREE,2.35,2.65,4.25,4.9,4.35,5.9,4.65,6.95,REC
LeaveOneOutEncoder,RF,1.9,2.05,4.95,4.25,5.25,5.5,4.75,7.35,REC
LeaveOneOutEncoder,ABC,2.0,1.75,5.3,5.05,4.65,5.4,3.95,7.9,REC
,avarage,2.65,3.21,4.66,4.45,4.82,5.37,4.71,6.13,REC
,std,0.58,1.06,0.8,0.39,0.56,0.36,0.71,1.15,REC
