ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
OrdinalEncoder,KNN,5.3,4.2,4.35,4.55,3.55,5.1,4.85,4.1,IBA
OrdinalEncoder,RF,4.05,3.45,4.65,4.8,5.25,4.95,4.5,4.35,IBA
OrdinalEncoder,MLP,4.15,2.6,4.15,4.9,4.1,5.5,5.9,4.7,IBA
OrdinalEncoder,SGD,5.7,3.75,3.4,3.8,5.1,5.5,4.0,4.75,IBA
OrdinalEncoder,DTREE,3.0,3.35,4.35,4.8,3.4,6.0,5.6,5.5,IBA
OrdinalEncoder,SVM,6.75,4.25,2.9,4.85,4.3,4.75,2.6,5.6,IBA
OrdinalEncoder,ABC,5.35,4.55,3.25,3.55,2.95,4.75,5.85,5.75,IBA
OrdinalEncoder,LRG,4.1,3.5,4.05,4.4,4.6,4.3,5.15,5.9,IBA
,avarage,4.8,3.71,3.89,4.46,4.16,5.11,4.81,5.08,IBA
,std,1.19,0.62,0.62,0.51,0.82,0.54,1.11,0.69,IBA
