ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
LeaveOneOutEncoder,KNN,5.5,4.4,4.6,4.6,4.3,4.7,4.5,3.4,GEO
LeaveOneOutEncoder,MLP,5.5,4.3,3.9,4.55,4.1,5.2,4.85,3.6,GEO
LeaveOneOutEncoder,SGD,5.6,3.5,4.05,3.75,5.1,5.05,5.1,3.85,GEO
LeaveOneOutEncoder,LRG,5.45,5.6,3.8,3.9,4.0,4.3,5.0,3.95,GEO
LeaveOneOutEncoder,DTREE,1.95,1.7,5.6,6.05,5.65,5.7,4.5,4.85,GEO
LeaveOneOutEncoder,RF,2.25,1.75,5.6,4.7,6.2,5.3,5.2,5.0,GEO
LeaveOneOutEncoder,SVM,7.15,4.7,2.6,4.35,4.2,3.6,3.9,5.5,GEO
LeaveOneOutEncoder,ABC,2.1,1.65,6.0,5.45,4.5,5.95,4.65,5.7,GEO
,avarage,4.44,3.45,4.52,4.67,4.76,4.98,4.71,4.48,GEO
,std,2.02,1.56,1.16,0.76,0.81,0.76,0.42,0.89,GEO
