ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
BinaryEncoder,SVM,3.3,4.45,4.85,4.5,4.5,5.7,4.6,4.1,REC
BinaryEncoder,RF,2.55,3.8,5.65,3.9,4.45,6.1,5.05,4.5,REC
BinaryEncoder,KNN,2.95,4.2,5.35,4.7,4.0,5.5,4.7,4.6,REC
BinaryEncoder,ABC,3.4,4.15,4.75,4.95,4.55,5.55,3.9,4.75,REC
BinaryEncoder,MLP,3.3,4.05,4.8,3.9,4.8,5.55,4.85,4.75,REC
BinaryEncoder,LRG,2.4,4.15,4.35,4.6,4.0,6.15,5.55,4.8,REC
BinaryEncoder,SGD,3.5,3.3,4.4,4.4,4.2,5.4,5.6,5.2,REC
BinaryEncoder,DTREE,2.2,3.55,4.5,5.0,4.15,6.25,4.7,5.65,REC
,avarage,2.95,3.96,4.83,4.49,4.33,5.78,4.87,4.79,REC
,std,0.5,0.38,0.46,0.42,0.29,0.34,0.55,0.46,REC
