ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
LeaveOneOutEncoder,RF,2.95,2.45,6.25,5.55,6.45,4.15,4.95,3.25,SPE
LeaveOneOutEncoder,DTREE,3.2,2.85,6.0,5.9,5.75,4.65,4.35,3.3,SPE
LeaveOneOutEncoder,KNN,5.8,3.95,4.35,5.6,4.2,3.8,4.8,3.5,SPE
LeaveOneOutEncoder,ABC,3.0,2.6,6.9,5.45,5.75,4.55,4.15,3.6,SPE
LeaveOneOutEncoder,LRG,6.0,5.45,4.3,4.3,4.05,3.45,4.65,3.8,SPE
LeaveOneOutEncoder,MLP,5.5,4.45,3.75,4.65,4.25,4.45,4.85,4.1,SPE
LeaveOneOutEncoder,SVM,7.25,5.3,3.2,4.45,3.7,3.5,4.2,4.4,SPE
LeaveOneOutEncoder,SGD,5.95,3.6,5.4,3.0,4.15,4.85,4.0,5.05,SPE
,avarage,4.96,3.83,5.02,4.86,4.79,4.18,4.49,3.88,SPE
,std,1.66,1.17,1.31,0.96,1.03,0.54,0.36,0.62,SPE
