ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
OneHotEncoder,KNN,5.2,3.7,3.8,5.0,5.2,5.0,4.4,3.7,IBA
OneHotEncoder,ABC,5.55,4.6,4.7,4.3,3.4,5.05,4.35,4.05,IBA
OneHotEncoder,DTREE,4.5,5.0,3.9,3.9,3.3,5.85,5.1,4.45,IBA
OneHotEncoder,MLP,5.65,4.35,4.65,3.45,3.45,5.45,4.55,4.45,IBA
OneHotEncoder,RF,5.8,4.9,4.15,4.0,3.95,3.9,4.4,4.9,IBA
OneHotEncoder,SGD,6.15,4.0,4.4,3.15,3.65,4.85,4.7,5.1,IBA
OneHotEncoder,LRG,5.6,5.65,3.65,2.7,3.75,4.55,4.95,5.15,IBA
OneHotEncoder,SVM,7.35,4.7,2.5,3.9,3.15,3.95,4.35,6.1,IBA
,avarage,5.72,4.61,3.97,3.8,3.73,4.82,4.6,4.74,IBA
,std,0.82,0.61,0.71,0.71,0.65,0.68,0.29,0.75,IBA
