ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
BaseNEncoder,KNN,6.1,3.65,4.05,4.9,3.7,3.5,6.4,3.7,SPE
BaseNEncoder,RF,4.75,3.75,4.65,5.15,4.45,5.5,4.0,3.75,SPE
BaseNEncoder,MLP,5.9,4.35,4.0,3.15,5.25,5.0,4.35,4.0,SPE
BaseNEncoder,SVM,7.35,4.55,3.15,4.05,3.85,4.15,4.8,4.1,SPE
BaseNEncoder,SGD,6.7,4.3,4.35,2.35,4.4,4.4,5.05,4.45,SPE
BaseNEncoder,ABC,5.95,5.25,3.8,3.85,2.95,4.1,5.05,5.05,SPE
BaseNEncoder,LRG,5.4,4.9,3.3,4.7,3.25,5.1,3.85,5.5,SPE
BaseNEncoder,DTREE,4.0,3.5,3.1,5.0,4.35,5.2,4.85,6.0,SPE
,avarage,5.77,4.28,3.8,4.14,4.02,4.62,4.79,4.57,SPE
,std,1.06,0.62,0.57,0.99,0.74,0.68,0.8,0.86,SPE
