ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
TargetEncoder,KNN,5.7,4.35,4.6,4.6,4.35,3.65,5.05,3.7,GEO
TargetEncoder,LRG,5.1,4.95,4.05,3.65,4.35,5.05,5.15,3.7,GEO
TargetEncoder,RF,4.7,4.2,4.2,4.25,5.1,4.3,5.3,3.95,GEO
TargetEncoder,SVM,7.35,4.45,3.95,4.4,3.5,3.8,4.15,4.4,GEO
TargetEncoder,MLP,5.4,3.65,4.4,4.35,4.05,5.1,4.55,4.5,GEO
TargetEncoder,SGD,5.35,3.45,4.95,3.15,3.9,5.7,4.75,4.75,GEO
TargetEncoder,DTREE,4.65,4.45,3.45,5.4,3.7,4.45,4.3,5.6,GEO
TargetEncoder,ABC,4.8,3.8,3.6,3.9,3.9,3.7,6.2,6.1,GEO
,avarage,5.38,4.16,4.15,4.21,4.11,4.47,4.93,4.59,GEO
,std,0.88,0.5,0.5,0.67,0.5,0.75,0.65,0.88,GEO
