ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
HelmertEncoder,DTREE,3.9,3.9,4.9,4.6,4.9,5.6,4.65,3.55,GEO
HelmertEncoder,KNN,5.15,3.85,3.6,4.6,4.8,5.55,4.6,3.85,GEO
HelmertEncoder,SGD,6.4,4.65,3.25,4.55,4.0,4.4,4.5,4.25,GEO
HelmertEncoder,MLP,5.4,3.6,3.9,3.5,4.35,5.55,5.3,4.4,GEO
HelmertEncoder,SVM,6.85,4.85,3.3,4.1,4.2,4.55,3.55,4.6,GEO
HelmertEncoder,ABC,4.55,3.25,4.05,4.65,3.95,5.05,5.65,4.85,GEO
HelmertEncoder,RF,4.0,3.2,4.8,4.25,4.7,5.05,5.1,4.9,GEO
HelmertEncoder,LRG,4.0,4.15,4.4,4.5,4.1,5.3,4.45,5.1,GEO
,avarage,5.03,3.93,4.02,4.34,4.38,5.13,4.72,4.44,GEO
,std,1.13,0.6,0.64,0.39,0.38,0.46,0.64,0.54,GEO
