ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
JamesSteinEncoder,LRG,2.75,3.15,5.15,4.35,4.8,5.6,6.25,3.95,PRE
JamesSteinEncoder,KNN,4.1,4.2,3.95,4.6,4.95,5.25,4.75,4.2,PRE
JamesSteinEncoder,DTREE,4.25,4.45,4.2,4.5,4.95,6.0,3.4,4.25,PRE
JamesSteinEncoder,SVM,4.85,4.5,3.9,4.65,4.6,5.2,3.9,4.4,PRE
JamesSteinEncoder,ABC,3.1,3.2,5.1,4.4,4.7,5.45,5.5,4.55,PRE
JamesSteinEncoder,SGD,4.65,3.45,4.1,4.6,5.0,4.95,4.55,4.7,PRE
JamesSteinEncoder,RF,3.2,3.95,4.65,4.55,4.95,5.25,4.6,4.85,PRE
JamesSteinEncoder,MLP,3.05,2.8,4.2,4.9,6.0,4.85,5.25,4.95,PRE
,avarage,3.74,3.71,4.41,4.57,4.99,5.32,4.78,4.48,PRE
,std,0.81,0.65,0.5,0.17,0.43,0.37,0.9,0.34,PRE
