ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
BinaryEncoder,SGD,5.15,3.45,3.25,4.45,4.8,5.9,5.4,3.6,PRE
BinaryEncoder,ABC,4.6,4.95,4.45,4.3,3.7,5.3,4.7,4.0,PRE
BinaryEncoder,RF,2.8,3.7,5.6,3.8,4.7,6.3,5.0,4.1,PRE
BinaryEncoder,DTREE,3.0,3.2,4.5,4.9,5.15,6.45,4.7,4.1,PRE
BinaryEncoder,KNN,4.2,3.8,4.6,5.3,3.8,4.9,5.2,4.2,PRE
BinaryEncoder,MLP,4.15,4.25,4.95,4.05,4.25,5.55,4.45,4.35,PRE
BinaryEncoder,SVM,4.85,4.4,3.8,4.3,3.45,5.65,4.75,4.8,PRE
BinaryEncoder,LRG,3.05,4.45,4.45,3.95,3.85,5.85,5.25,5.15,PRE
,avarage,3.98,4.02,4.45,4.38,4.21,5.74,4.93,4.29,PRE
,std,0.91,0.58,0.7,0.5,0.61,0.51,0.33,0.48,PRE
