ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
JamesSteinEncoder,KNN,5.3,4.0,3.65,5.1,5.25,4.65,4.55,3.5,GEO
JamesSteinEncoder,MLP,4.65,3.05,3.3,5.1,5.95,4.75,5.15,4.05,GEO
JamesSteinEncoder,ABC,3.7,3.1,4.6,4.7,4.5,5.65,5.5,4.25,GEO
JamesSteinEncoder,LRG,4.25,4.25,4.85,3.85,4.05,5.0,5.3,4.45,GEO
JamesSteinEncoder,SGD,4.85,3.35,3.9,4.4,4.45,4.65,5.95,4.45,GEO
JamesSteinEncoder,DTREE,4.15,4.75,4.1,4.5,4.55,5.8,3.6,4.55,GEO
JamesSteinEncoder,RF,4.65,3.95,4.15,3.95,5.35,4.65,4.6,4.7,GEO
JamesSteinEncoder,SVM,6.95,4.4,3.4,4.35,4.2,4.3,3.3,5.1,GEO
,avarage,4.81,3.86,3.99,4.49,4.79,4.93,4.74,4.38,GEO
,std,0.99,0.63,0.55,0.47,0.66,0.53,0.92,0.47,GEO
