ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
MEstimateEncoder,DTREE,3.25,4.4,4.9,3.3,5.4,5.45,5.0,4.3,REC
MEstimateEncoder,RF,2.8,3.55,5.05,4.5,5.5,5.1,4.8,4.7,REC
MEstimateEncoder,LRG,2.15,3.15,4.25,4.3,5.45,5.6,5.85,5.25,REC
MEstimateEncoder,KNN,2.9,4.0,4.65,4.4,4.65,5.15,4.75,5.5,REC
MEstimateEncoder,ABC,2.85,3.5,5.15,3.85,5.3,5.25,4.4,5.7,REC
MEstimateEncoder,SGD,3.1,3.05,4.55,3.65,5.05,6.4,4.35,5.85,REC
MEstimateEncoder,MLP,2.65,3.05,5.0,4.5,5.3,5.15,4.05,6.3,REC
MEstimateEncoder,SVM,3.6,4.4,3.8,4.45,4.35,4.8,4.15,6.45,REC
,avarage,2.91,3.64,4.67,4.12,5.12,5.36,4.67,5.51,REC
,std,0.43,0.57,0.46,0.46,0.42,0.48,0.58,0.74,REC
