ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
LeaveOneOutEncoder,KNN,5.5,4.3,4.6,4.5,4.2,4.8,4.4,3.7,GEO
LeaveOneOutEncoder,LRG,5.5,5.55,3.85,3.85,3.95,4.25,4.85,4.2,GEO
LeaveOneOutEncoder,MLP,5.5,4.35,3.85,4.4,3.95,4.95,4.7,4.3,GEO
LeaveOneOutEncoder,SVM,7.15,4.8,2.7,4.45,4.5,3.7,4.1,4.6,GEO
LeaveOneOutEncoder,SGD,5.3,3.4,4.05,3.75,4.9,4.85,4.9,4.85,GEO
LeaveOneOutEncoder,DTREE,2.05,1.75,5.6,5.9,5.7,5.25,4.4,5.35,GEO
LeaveOneOutEncoder,RF,2.15,1.65,5.35,4.65,6.1,4.95,4.95,6.2,GEO
LeaveOneOutEncoder,ABC,2.2,1.6,5.8,5.4,4.55,5.6,4.65,6.2,GEO
,avarage,4.42,3.42,4.48,4.61,4.73,4.79,4.62,4.93,GEO
,std,1.98,1.57,1.06,0.73,0.8,0.59,0.3,0.92,GEO
