ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
GLMMEncoder,ABC,3.45,3.8,5.15,4.05,5.6,5.75,4.15,4.05,PRE
GLMMEncoder,KNN,4.5,4.2,4.3,4.4,4.15,5.15,5.0,4.3,PRE
GLMMEncoder,SVM,5.0,4.85,3.3,4.7,4.7,5.7,3.35,4.4,PRE
GLMMEncoder,SGD,4.95,4.45,4.15,4.1,5.05,5.05,3.6,4.65,PRE
GLMMEncoder,DTREE,3.5,4.0,4.6,4.5,5.25,4.85,4.45,4.85,PRE
GLMMEncoder,MLP,4.4,4.6,3.55,3.95,4.25,4.85,5.55,4.85,PRE
GLMMEncoder,RF,3.0,3.9,4.5,3.7,5.2,5.0,5.4,5.3,PRE
GLMMEncoder,LRG,3.3,3.7,4.6,4.4,4.1,5.4,5.1,5.4,PRE
,avarage,4.01,4.19,4.27,4.22,4.79,5.22,4.57,4.72,PRE
,std,0.79,0.41,0.6,0.33,0.57,0.36,0.82,0.47,PRE
