ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
HashingEncoder,KNN,4.8,3.7,4.2,4.95,4.3,5.0,4.75,4.3,IBA
HashingEncoder,ABC,3.1,2.35,4.95,5.15,5.55,5.85,4.6,4.45,IBA
HashingEncoder,MLP,3.9,2.85,3.55,4.45,4.55,6.0,6.0,4.7,IBA
HashingEncoder,RF,4.1,3.2,5.2,4.7,4.55,4.9,4.35,5.0,IBA
HashingEncoder,SVM,6.65,4.05,3.15,4.35,3.35,5.35,3.7,5.4,IBA
HashingEncoder,LRG,3.8,3.4,4.65,4.05,4.5,5.35,4.75,5.5,IBA
HashingEncoder,SGD,5.05,3.55,4.45,4.4,4.5,4.65,3.75,5.65,IBA
HashingEncoder,DTREE,3.05,2.8,4.65,5.1,4.55,5.2,4.7,5.95,IBA
,avarage,4.31,3.24,4.35,4.64,4.48,5.29,4.57,5.12,IBA
,std,1.18,0.55,0.69,0.4,0.59,0.46,0.72,0.6,IBA
