ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
CatBoostEncoder,KNN,5.4,4.0,4.05,3.45,4.85,4.7,5.55,4.0,GEO
CatBoostEncoder,RF,4.35,3.65,3.25,4.7,4.8,5.8,5.4,4.05,GEO
CatBoostEncoder,MLP,4.9,3.85,4.65,4.55,4.7,5.35,3.9,4.1,GEO
CatBoostEncoder,LRG,5.1,4.7,3.9,3.95,4.7,4.9,4.55,4.2,GEO
CatBoostEncoder,ABC,4.6,4.0,4.8,4.9,4.3,5.45,3.7,4.25,GEO
CatBoostEncoder,SGD,5.4,3.1,3.35,5.55,4.65,5.6,4.1,4.25,GEO
CatBoostEncoder,SVM,7.25,4.35,3.35,4.05,3.7,4.65,3.85,4.8,GEO
CatBoostEncoder,DTREE,3.05,3.0,5.7,4.0,5.1,5.2,3.95,6.0,GEO
,avarage,5.01,3.83,4.13,4.39,4.6,5.21,4.38,4.46,GEO
,std,1.18,0.58,0.86,0.66,0.43,0.42,0.72,0.67,GEO
