ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
HashingEncoder,KNN,5.3,2.9,4.9,5.5,4.0,4.2,5.1,4.1,SPE
HashingEncoder,MLP,4.1,3.2,3.9,4.5,4.6,5.9,5.6,4.2,SPE
HashingEncoder,SGD,5.75,4.0,5.7,3.7,4.1,4.3,3.75,4.7,SPE
HashingEncoder,ABC,3.3,2.55,5.15,4.95,5.25,5.25,4.7,4.85,SPE
HashingEncoder,RF,4.1,3.1,5.3,4.9,4.45,4.8,4.35,5.0,SPE
HashingEncoder,SVM,6.75,4.45,3.3,4.65,3.2,4.25,4.2,5.2,SPE
HashingEncoder,DTREE,3.25,2.65,4.8,5.3,4.6,5.0,4.9,5.5,SPE
HashingEncoder,LRG,4.1,3.35,4.75,4.35,4.15,4.55,4.75,6.0,SPE
,avarage,4.58,3.28,4.72,4.73,4.29,4.78,4.67,4.94,SPE
,std,1.24,0.66,0.78,0.57,0.59,0.59,0.57,0.64,SPE
