ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
CatBoostEncoder,KNN,5.6,3.7,4.1,4.2,4.65,4.3,5.85,3.6,SPE
CatBoostEncoder,SGD,6.0,3.2,3.5,4.75,5.0,6.0,3.95,3.6,SPE
CatBoostEncoder,LRG,5.35,4.6,4.3,4.15,4.8,4.15,4.75,3.9,SPE
CatBoostEncoder,MLP,5.2,4.25,4.45,5.05,3.8,4.75,4.5,4.0,SPE
CatBoostEncoder,ABC,5.2,4.5,4.1,5.25,4.2,4.45,4.0,4.3,SPE
CatBoostEncoder,DTREE,3.7,3.1,5.5,4.5,5.0,5.5,4.2,4.5,SPE
CatBoostEncoder,RF,4.25,3.65,3.15,4.8,4.6,5.7,5.3,4.55,SPE
CatBoostEncoder,SVM,7.15,4.85,3.15,4.25,2.7,3.55,3.85,6.5,SPE
,avarage,5.31,3.98,4.03,4.62,4.34,4.8,4.55,4.37,SPE
,std,1.05,0.66,0.78,0.41,0.78,0.85,0.71,0.94,SPE
