ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
LeaveOneOutEncoder,KNN,2.8,4.2,5.7,4.3,4.6,5.7,3.5,5.2,F1
LeaveOneOutEncoder,LRG,2.7,3.5,4.35,4.1,4.95,5.25,5.55,5.6,F1
LeaveOneOutEncoder,SVM,4.05,4.5,3.5,4.15,5.0,4.2,4.6,6.0,F1
LeaveOneOutEncoder,SGD,3.55,2.9,3.8,4.0,5.05,4.95,5.5,6.25,F1
LeaveOneOutEncoder,MLP,3.4,3.8,4.75,4.35,3.75,5.25,4.1,6.6,F1
LeaveOneOutEncoder,DTREE,1.85,1.95,4.7,5.6,4.6,6.05,4.45,6.8,F1
LeaveOneOutEncoder,ABC,2.1,1.7,5.4,5.35,4.45,5.45,4.25,7.3,F1
LeaveOneOutEncoder,RF,1.95,2.05,4.95,4.15,5.35,5.15,4.75,7.65,F1
,avarage,2.8,3.08,4.64,4.5,4.72,5.25,4.59,6.42,F1
,std,0.81,1.08,0.75,0.62,0.49,0.55,0.69,0.83,F1
