ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
HelmertEncoder,DTREE,3.8,4.2,5.3,4.4,4.4,5.5,4.5,3.9,PRE
HelmertEncoder,ABC,4.15,3.95,4.35,4.25,4.25,5.45,5.15,4.45,PRE
HelmertEncoder,SGD,5.1,4.15,4.0,5.25,5.0,3.45,4.1,4.95,PRE
HelmertEncoder,KNN,4.4,4.3,3.75,4.15,4.95,5.4,3.95,5.1,PRE
HelmertEncoder,RF,3.2,3.9,4.8,3.7,4.4,5.2,5.2,5.6,PRE
HelmertEncoder,SVM,4.45,4.15,3.7,5.0,4.5,4.55,3.85,5.8,PRE
HelmertEncoder,LRG,2.2,3.2,4.8,4.3,4.4,6.0,4.9,6.2,PRE
HelmertEncoder,MLP,4.1,3.1,4.2,3.25,4.25,5.45,4.95,6.7,PRE
,avarage,3.92,3.87,4.36,4.29,4.52,5.12,4.57,5.34,PRE
,std,0.88,0.46,0.56,0.64,0.29,0.79,0.55,0.92,PRE
