ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
OneHotEncoder,RF,3.9,4.6,5.1,4.5,4.4,5.2,4.95,3.35,REC
OneHotEncoder,MLP,3.85,4.35,4.4,4.05,4.05,5.85,5.25,4.2,REC
OneHotEncoder,LRG,3.05,5.15,3.55,3.7,3.95,5.45,6.85,4.3,REC
OneHotEncoder,ABC,3.6,4.1,5.55,4.95,3.75,5.7,3.95,4.4,REC
OneHotEncoder,KNN,2.7,3.95,4.35,4.8,5.25,5.9,4.4,4.65,REC
OneHotEncoder,SVM,3.65,4.5,3.65,5.2,4.3,4.75,5.1,4.85,REC
OneHotEncoder,DTREE,3.0,4.75,3.35,3.6,4.15,6.55,5.65,4.95,REC
OneHotEncoder,SGD,3.85,3.2,4.1,3.6,3.8,5.75,4.95,6.75,REC
,avarage,3.45,4.32,4.26,4.3,4.21,5.64,5.14,4.68,REC
,std,0.46,0.59,0.77,0.65,0.48,0.53,0.86,0.97,REC
