ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
BinaryEncoder,RF,3.3,3.8,5.6,3.7,4.5,6.3,5.2,3.6,F1
BinaryEncoder,MLP,4.05,4.35,5.15,3.75,4.55,5.35,4.85,3.95,F1
BinaryEncoder,ABC,3.7,4.25,4.85,4.6,4.7,5.6,4.3,4.0,F1
BinaryEncoder,KNN,3.1,4.4,5.3,4.8,4.0,5.3,4.6,4.5,F1
BinaryEncoder,LRG,2.8,4.5,4.4,4.5,4.1,6.0,5.2,4.5,F1
BinaryEncoder,DTREE,2.4,3.7,4.3,5.2,4.85,6.25,4.45,4.85,F1
BinaryEncoder,SVM,4.15,4.2,4.6,4.1,4.05,5.65,4.15,5.1,F1
BinaryEncoder,SGD,3.55,2.85,4.2,4.35,4.0,5.7,5.1,6.25,F1
,avarage,3.38,4.01,4.8,4.38,4.34,5.77,4.73,4.59,F1
,std,0.6,0.55,0.51,0.51,0.34,0.38,0.42,0.83,F1
