ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
SumEncoder,DTREE,4.35,5.45,3.45,3.65,4.95,5.75,5.35,3.05,F1
SumEncoder,MLP,4.45,4.2,4.45,3.8,4.95,5.85,4.2,4.1,F1
SumEncoder,LRG,2.85,4.3,4.25,4.95,4.4,6.45,4.65,4.15,F1
SumEncoder,SVM,4.65,4.85,3.75,3.85,4.65,5.55,4.4,4.3,F1
SumEncoder,ABC,4.15,4.25,3.8,4.3,5.05,4.65,5.05,4.75,F1
SumEncoder,KNN,3.2,4.4,5.4,3.7,5.0,6.1,3.3,4.9,F1
SumEncoder,RF,4.05,4.55,4.2,3.7,4.8,4.9,4.7,5.1,F1
SumEncoder,SGD,4.55,3.3,4.35,3.85,3.6,5.55,4.4,6.4,F1
,avarage,4.03,4.41,4.21,3.98,4.68,5.6,4.51,4.59,F1
,std,0.66,0.61,0.59,0.44,0.48,0.59,0.61,0.97,F1
