ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
LeaveOneOutEncoder,KNN,2.8,4.4,5.8,4.5,4.8,5.8,3.8,4.1,REC
LeaveOneOutEncoder,LRG,2.55,3.5,4.7,4.1,5.15,5.6,6.15,4.25,REC
LeaveOneOutEncoder,SVM,3.65,4.7,3.4,4.3,5.1,4.7,4.4,5.75,REC
LeaveOneOutEncoder,SGD,3.4,2.9,3.5,4.05,5.8,5.25,5.35,5.75,REC
LeaveOneOutEncoder,MLP,3.0,3.6,5.15,4.65,3.95,5.2,4.65,5.8,REC
LeaveOneOutEncoder,RF,1.9,2.05,5.15,4.45,5.45,5.65,5.05,6.3,REC
LeaveOneOutEncoder,ABC,2.0,1.85,5.6,5.2,4.9,5.75,4.15,6.55,REC
LeaveOneOutEncoder,DTREE,2.25,2.6,4.2,5.0,4.35,6.35,4.6,6.65,REC
,avarage,2.69,3.2,4.69,4.53,4.94,5.54,4.77,5.64,REC
,std,0.64,1.04,0.91,0.41,0.59,0.49,0.74,0.97,REC
