ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
TargetEncoder,DTREE,4.35,4.35,3.65,5.3,4.1,5.15,4.9,4.2,PRE
TargetEncoder,KNN,4.3,4.0,5.15,4.8,4.15,4.05,4.65,4.9,PRE
TargetEncoder,RF,3.1,3.9,4.3,4.45,5.1,5.1,5.1,4.95,PRE
TargetEncoder,SGD,5.0,3.7,4.6,2.85,4.1,5.55,5.25,4.95,PRE
TargetEncoder,LRG,3.7,4.0,3.85,3.65,4.65,5.45,5.5,5.2,PRE
TargetEncoder,MLP,4.0,3.7,4.7,4.65,4.3,4.9,4.55,5.2,PRE
TargetEncoder,SVM,4.85,4.55,4.55,4.2,3.7,4.9,3.95,5.3,PRE
TargetEncoder,ABC,3.35,4.25,4.85,4.65,3.95,3.75,5.65,5.55,PRE
,avarage,4.08,4.06,4.46,4.32,4.26,4.86,4.94,5.03,PRE
,std,0.68,0.31,0.5,0.76,0.44,0.64,0.56,0.4,PRE
