ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
LeaveOneOutEncoder,KNN,3.9,3.7,5.2,5.0,4.6,5.1,4.6,3.9,PRE
LeaveOneOutEncoder,LRG,3.7,4.4,5.05,4.3,4.45,4.65,5.45,4.0,PRE
LeaveOneOutEncoder,SGD,4.35,3.45,2.6,4.7,5.55,5.45,4.9,5.0,PRE
LeaveOneOutEncoder,MLP,3.9,4.25,4.45,4.95,3.55,4.55,4.95,5.4,PRE
LeaveOneOutEncoder,SVM,4.55,4.2,3.4,4.25,4.4,4.6,4.6,6.0,PRE
LeaveOneOutEncoder,DTREE,2.15,2.0,5.2,4.8,5.1,5.8,4.65,6.3,PRE
LeaveOneOutEncoder,ABC,2.2,1.85,5.6,5.45,4.45,5.6,4.45,6.4,PRE
LeaveOneOutEncoder,RF,2.05,2.05,4.85,4.45,5.55,5.2,4.75,7.1,PRE
,avarage,3.35,3.24,4.54,4.74,4.71,5.12,4.79,5.51,PRE
,std,1.04,1.1,1.03,0.4,0.67,0.48,0.31,1.15,PRE
